node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
7852	156110	protein	protein	CXCR4	nef
920	155871	protein	protein	CD4	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
7852	155871	protein	protein	CXCR4	tat
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
7852	156110	protein	protein	CXCR4	nef
920	155871	protein	protein	CD4	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
7852	155871	protein	protein	CXCR4	tat
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
920	155871	protein	protein	CD4	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
920	155871	protein	protein	CD4	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
920	155871	protein	protein	CD4	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
920	155807	protein	protein	CD4	vpr
3458	155807	protein	protein	IFNG	vpr
