	nsc	conclusion	cid
1216	34030	CI	234321
1217	34083	CI	54605170
1218	34098	CI	210592
1219	34160	CI	54599893
1220	34242	CI	234406
1221	34249	CI	5133570
1222	34255	CI	54605172
1223	34280	CI	234415
1224	34407	CI	234446
1225	34408	CI	234447
1226	34409	CI	234448
1227	34410	CI	234449
1228	34411	CI	234450
1229	34412	CI	95768
1230	34422	CI	234458
1231	34442	CI	234472
1232	34443	CI	234473
1233	34460	CI	6673
1234	34463	CI	234486
1235	34521	CI	5743
1236	34551	CI	95775
1237	34561	CI	135484967
1238	34632	CI	3998
1239	34652	CI	4060
1240	34704	CI	234573
1241	34705	CI	234574
1242	34756	CI	234592
1243	34765	CI	234594
1244	34782	CI	54609314
1245	34821	CI	24184553
1246	34875	CI	932
1247	34925	CM	135421918
1248	34929	CA	135421920
1249	34930	CI	135421922
1250	34931	CA	135421923
1251	34934	CA	135421927
1252	34936	CM	5361
1253	34982	CI	84337
1254	35125	CI	52993848
1255	35129	CI	234728
1256	35130	CI	234729
1257	35132	CI	234731
1258	35236	CI	234749
1259	35368	CI	234791
1260	35388	CI	7308
1261	35444	CI	234817
1262	35459	CI	21718
1263	35580	CI	234858
1264	35607	CI	6332031
1265	35681	CI	54609347
1266	35770	CI	3033832
1267	35807	CI	234937
1268	35825	CM	234954
1269	35835	CI	234960
1270	35932	CI	235006
1271	35933	CI	235007
1272	35949	CI	235012
1273	35962	CI	235023
1274	35968	CI	235027
1275	35997	CI	nan
1276	36015	CI	24184812
1277	36016	CI	24184813
1278	36022	CI	24184818
1279	36025	CI	54605380
1280	36147	CI	235097
1281	36179	CI	235119
1282	36257	CI	80445
1283	36283	CI	235188
1284	36295	CI	nan
1285	36329	CI	80469
1286	36330	CI	19868
1287	36354	CI	84053
1288	36366	CI	54685524
1289	36388	CI	5351530
1290	36398	CI	54603556
1291	36413	CI	235244
1292	36418	CI	235247
1293	36419	CI	233789
1294	36424	CI	3003759
1295	36555	CI	235311
1296	36586	CI	5280961
1297	36603	CI	235350
1298	36717	CI	54605444
1299	36753	CI	235412
1300	36766	CI	24184965
1301	36790	CI	235422
1302	36921	CI	135421931
1303	37031	CI	235538
1304	37041	CI	11390
1305	37043	CI	54605454
1306	37072	CI	235551
1307	37078	CI	235553
1308	37095	CI	9332
1309	37096	CI	16111
1310	37119	CI	54609419
1311	37239	CI	235628
1312	37240	CI	235629
1313	37248	CI	235636
1314	37279	CI	24185047
1315	37308	CI	235671
1316	37310	CI	24185070
1317	37335	CI	77309
1318	37418	CI	235722
1319	37456	CI	235740
1320	37458	CI	235742
1321	37463	CI	235747
1322	37491	CI	5355472
1323	37554	CI	235812
1324	37573	CI	54609455
1325	37588	CM	22806
1326	37592	CI	54611930
1327	37601	CI	235830
1328	37687	CI	54602204
1329	37725	CI	5857
1330	37752	CI	136547
1331	37858	CI	54603699
1332	37903	CI	24183480
1333	37917	CI	5299
1334	37958	CI	57639
1335	37977	CI	224246
1336	38068	CI	236050
1337	38069	CM	236051
1338	38070	CI	236052
1339	38071	CM	219214
1340	38073	CI	236054
1341	38074	CI	95824
1342	38084	CI	236061
1343	38091	CI	236066
1344	38205	CI	236137
1345	38207	CI	236139
1346	38208	CI	236140
1347	38209	CI	236141
1348	38214	CI	236143
1349	38218	CI	236147
1350	38219	CI	236148
1351	38231	CI	236157
1352	38232	CI	236158
1353	38233	CI	236159
1354	38239	CI	236165
1355	38241	CI	236166
1356	38243	CI	236168
1357	38248	CI	236171
1358	38250	CI	65725
1359	38252	CI	236173
1360	38253	CI	236174
1361	38254	CI	5464682
1362	38255	CI	236176
1363	38256	CI	75602
1364	38270	CI	412232
1365	38295	CI	236182
1366	38347	CI	54609485
1367	38354	CI	54603705
1368	38358	CI	236214
1369	38360	CI	95699
1370	38369	CI	78115
1371	38392	CI	236217
1372	38397	CI	236218
1373	38407	CI	236221
1374	38414	CI	236225
1375	38419	CI	3003760
1376	38442	CI	236232
1377	38468	CI	24185189
1378	38534	CI	382272
1379	38535	CI	373396
1380	38538	CI	373390
1381	38572	CI	236271
1382	38674	CI	236292
1383	38709	CI	136456
1384	38714	CM	236321
1385	38721	CI	4211
1386	38741	CI	227660
1387	38872	CI	236412
1388	38887	CI	3379405
1389	39027	CI	236484
1390	39064	CI	236511
1391	39084	CI	2265
1392	39132	CI	236551
1393	39136	CI	236555
1394	39202	CI	236587
1395	39252	CI	236619
1396	39266	CI	54690687
1397	39340	CI	236646
1398	39362	CI	236663
1399	39363	CI	236664
1400	39482	CI	nan
1401	39483	CI	11967884
1402	39553	CI	24185303
1403	39554	CI	54603748
1404	39556	CI	24185306
1405	39565	CI	24185309
1406	39568	CI	24185312
1407	39573	CI	24183227
1408	39620	CI	236766
1409	39621	CI	95850
1410	39632	CI	236774
1411	39633	CI	236775
1412	39690	CI	65341
1413	39772	CI	54599496
1414	39851	CI	54605180
1415	39858	CI	236849
1416	39873	CI	236859
1417	39877	CI	236862
1418	39881	CI	412445
1419	39890	CI	236866
1420	39912	CI	236884
1421	39922	CI	54601782
1422	39933	CI	54601110
1423	39946	CI	236906
1424	39973	CI	54686436
1425	40021	CI	3003761
1426	40033	CI	236963
1427	40045	CI	54601111
1428	40086	CI	198581
1429	40094	CI	24185419
1430	40101	CI	54609118
1431	40116	CI	53902
1432	40144	CI	8609
1433	40213	CI	135538364
1434	40215	CI	237016
1435	40216	CI	24185473
1436	40217	CI	24185474
1437	40218	CI	237017
1438	40219	CI	237018
1439	40252	CI	237042
1440	40261	CI	237049
1441	40262	CI	237050
1442	40264	CI	237052
1443	40265	CI	237053
1444	40267	CI	237055
1445	40279	CI	237066
1446	40328	CI	237093
1447	40341	CI	237101
1448	40450	CI	79793
1449	40467	CI	237172
1450	40480	CI	24185512
1451	40484	CI	237181
1452	40553	CI	237242
1453	40593	CI	237259
1454	40596	CI	54599618
1455	40597	CI	54608614
1456	40653	CI	237295
1457	40665	CI	237305
1458	40725	CI	12597
1459	40764	CI	237348
1460	40765	CI	237349
1461	40768	CI	237352
1462	40769	CI	237353
1463	40850	CI	412670
1464	41234	CI	54703982
1465	41277	CI	54690697
1466	41355	CI	5365
1467	41356	CI	237657
1468	41357	CI	237658
1469	41358	CI	237659
1470	41365	CI	14531
1471	41465	CI	54601124
1472	41474	CI	54603775
1473	41489	CI	24185620
1474	41497	CI	10355081
1475	41503	CI	237739
1476	41518	CI	237741
1477	41519	CI	53423500
1478	41521	CI	24185642
1479	41551	CI	80549
1480	41554	CI	76882
1481	41785	CI	135429811
1482	41805	CI	5338
1483	41806	CI	95887
1484	41834	CI	54676038
1485	42030	CI	3003762
1486	42044	CI	22752
1487	42075	CI	237978
1488	42080	CI	12734
1489	42102	CI	237996
1490	42110	CI	238000
1491	42132	CI	238010
1492	42172	CI	10842
1493	42231	CI	238082
1494	42322	CI	238127
1495	42443	CI	238182
1496	42462	CI	238188
1497	42491	CI	238211
1498	42600	CI	697057
1499	42680	CI	238348
1500	42684	CI	238352
1501	42900	CI	22743
1502	42903	CI	72900
1503	43026	CI	238582
1504	43030	CI	5355670
1505	43032	CI	5930299
1506	43046	CI	5355671
1507	43051	CI	5355672
1508	43054	CI	238598
1509	43055	CI	238599
1510	43058	CI	5355673
1511	43059	CI	6375829
1512	43066	CI	238606
1513	43067	CI	5355674
1514	43070	CI	238610
1515	43071	CI	238611
1516	43072	CI	6078528
1517	43077	CI	54602235
1518	43078	CI	238618
1519	43079	CI	5355676
1520	43080	CI	238620
1521	43082	CI	238622
1522	43090	CI	54603423
1523	43094	CI	238631
1524	43095	CI	5355678
1525	43096	CI	5355679
1526	43099	CI	54601784
1527	43135	CI	238661
1528	43183	CI	17118
1529	43285	CI	238759
1530	43318	CI	238782
1531	43325	CM	238788
1532	43330	CI	238793
1533	43331	CI	238794
1534	43395	CI	73823
1535	43397	CI	22343
1536	43531	CI	238927
1537	43560	CI	238942
1538	43567	CI	238946
1539	43570	CI	238947
1540	43629	CI	5355696
1541	43630	CI	54608537
1542	43634	CI	238964
1543	43673	CI	5338538
1544	43675	CI	12540
1545	43798	CI	9373
1546	43870	CI	8424
1547	43871	CI	8424
1548	43889	CI	54679658
1549	43891	CI	54703983
1550	43997	CI	54608378
1551	44040	CI	239200
1552	44175	CI	11056
1553	44176	CI	97820
1554	44181	CI	54703986
1555	44184	CM	3594
1556	44185	CI	nan
1557	44210	CI	239285
1558	44211	CI	239286
1559	44212	CI	239287
1560	44215	CI	239290
1561	44216	CI	239291
1562	44217	CI	239292
1563	44218	CI	239293
1564	44220	CI	239295
1565	44224	CI	239299
1566	44226	CI	239300
1567	44230	CI	239304
1568	44237	CI	239307
1569	44238	CI	239308
1570	44239	CI	239309
1571	44600	CI	239503
1572	44627	CI	3647
1573	44646	CI	13752
1574	44652	CI	239520
1575	44670	CI	239531
1576	44675	CI	53444398
1577	44690	CI	16524
1578	44819	CI	3003763
1579	45108	CI	5281696
1580	45109	CI	97833
1581	45164	CI	12199304
1582	45167	CI	54605594
1583	45168	CI	239746
1584	45197	CM	54690694
1585	45198	CM	135499574
1586	45211	CI	413160
1587	45214	CI	135421968
1588	45383	CI	5298
1589	45384	CI	18834
1590	45388	CI	135398738
1591	45410	CI	1048
1592	45463	CI	25798
1593	45529	CI	135421974
1594	45545	CI	135483928
1595	45570	CI	135429812
1596	45572	CI	135403626
1597	45583	CI	135422007
1598	45588	CI	135422009
1599	45593	CI	135422012
1600	45607	CI	135483929
1601	45608	CI	135422022
1602	45609	CM	135422023
1603	45610	CI	135422024
1604	45613	CM	135422027
1605	45614	CI	135422028
1606	45616	CA	135422030
1607	45617	CA	135422031
1608	45618	CA	54602464
1609	45621	CM	135422034
1610	45622	CA	413248
1611	45723	CI	239926
1612	45731	CI	239933
1613	45762	CI	26103
1614	45795	CI	5355836
1615	45796	CI	92249
1616	45805	CI	239973
1617	45806	CI	95976
1618	45823	CI	239990
1619	45870	CI	498054
1620	45871	CI	54602037
1621	45874	CI	135459626
1622	45914	CI	8798
1623	45922	CI	240049
1624	45923	CI	4114
1625	45956	CI	11175
1626	46061	CI	5351168
1627	46077	CI	13756
1628	46155	CI	61014
1629	46230	CI	54601796
1630	46500	CI	54599791
1631	46503	CI	240360
1632	46504	CI	240361
1633	46505	CI	240362
1634	46626	CI	75944
1635	46643	CI	240442
1636	46691	CI	54609615
1637	46692	CI	54598521
1638	46715	CI	240496
1639	46716	CI	240497
1640	46798	CI	54603899
1641	47151	CI	413348
1642	47438	CI	240767
1643	47440	CI	240768
1644	47582	CI	9561351
1645	47620	CI	240835
1646	47647	CI	54605388
1647	47648	CI	9572898
1648	47695	CI	12791
1649	47699	CI	54598391
1650	47702	CI	135422048
1651	47708	CI	nan
1652	47729	CM	54611658
1653	47734	CM	54603930
1654	47735	CI	135422063
1655	47737	CI	87528
1656	47740	CM	54599813
1657	47742	CM	135422064
1658	47745	CA	54603156
1659	47746	CM	54603931
1660	47749	CM	135421851
1661	47750	CA	135422067
1662	47751	CM	54605396
1663	47752	CI	135422068
1664	47755	CI	102397
1665	47757	CA	135422072
1666	47758	CM	135422073
1667	47761	CA	135422078
1668	47763	CM	54608382
1669	47764	CA	135422080
1670	47766	CA	135422081
1671	47768	CM	73226
1672	47770	CA	135422083
1673	47771	CA	nan
1674	47774	CI	17458
1675	47894	CI	240920
1676	47895	CI	240921
1677	47989	CI	240979
1678	48034	CI	241000
1679	48121	CI	241038
1680	48122	CI	54611972
1681	48226	CI	9561363
1682	48232	CI	241107
1683	48799	CI	54605463
1684	48810	CI	135408540
1685	48911	CI	141315
1686	48970	CI	493974
1687	48972	CI	493975
1688	48975	CI	493976
1689	49112	CI	54599340
1690	49157	CI	241595
1691	49171	CI	5161
1692	49210	CI	241608
1693	49212	CI	241609
1694	49348	CI	3003764
1695	49451	CI	5281316
1696	49494	CI	241688
1697	49506	CI	3720
1698	49512	CI	5455
1699	49590	CI	24186390
1700	49724	CI	241848
1701	49726	CI	241849
1702	49732	CI	241854
1703	49733	CI	241855
1704	49826	CI	691354
1705	49833	CI	3003531
1706	49836	CI	3003765
1707	49839	CI	3003766
1708	49842	CI	241902
1709	49885	CI	241935
1710	50076	CI	24186421
1711	50181	CI	242059
1712	50184	CI	97860
1713	50185	CI	242061
1714	50186	CI	242062
1715	50187	CI	102928
1716	50311	CM	54602040
1717	50352	CI	54712661
1718	50376	CI	200036
1719	50377	CI	97862
1720	50378	CI	242171
1721	50385	CI	138726
1722	50692	CI	74503
1723	50693	CI	242251
1724	50694	CI	66637
1725	50848	CA	467022
1726	50849	CM	467023
1727	50850	CA	461772
1728	50851	CI	493977
1729	50852	CM	467024
1730	50853	CI	493978
1731	50854	CM	467025
1732	50855	CM	472734
1733	50858	CI	242305
1734	50860	CI	242307
1735	50865	CI	24186456
1736	50866	CI	242311
1737	50909	CI	242348
1738	50913	CI	5926355
1739	50915	CI	3003768
1740	50928	CI	242364
1741	50976	CI	135422088
1742	50997	CI	242399
1743	51001	CI	5351548
1744	51003	CI	242404
1745	51024	CI	242417
1746	51046	CI	242437
1747	51057	CI	457870
1748	51097	CI	6332145
1749	51143	CI	242471
1750	51170	CI	242486
1751	51189	CI	23618391
1752	51246	CI	242520
1753	51325	CI	15456
1754	51337	CI	20362413
1755	51340	CI	242578
1756	51341	CI	242579
1757	51342	CI	242580
1758	51350	CI	242588
1759	51519	CI	242682
1760	51527	CI	54609856
1761	51536	CI	135422102
1762	51537	CI	135422103
1763	51637	CI	242762
1764	51695	CI	19745669
1765	51697	CI	54605206
1766	51733	CI	242813
1767	51812	CI	54712662
1768	51851	CI	242869
1769	51852	CI	24186562
1770	51853	CI	3003770
1771	51860	CI	413769
1772	51867	CI	54605215
1773	51871	CI	15549
1774	51873	CI	242875
1775	51921	CI	242912
1776	52085	CI	242961
1777	52121	CI	242982
1778	52130	CI	413799
1779	52131	CI	242989
1780	52132	CI	413800
1781	52230	CI	243037
1782	52350	CI	243111
1783	52437	CI	243151
1784	52469	CI	243181
1785	52524	CI	243194
1786	52530	CI	243199
1787	52574	CI	5356192
1788	52588	CI	243235
1789	52590	CI	243237
1790	52593	CI	243240
1791	52594	CI	135422147
1792	52602	CI	19438256
1793	52745	CI	24186625
1794	52947	CI	413861
1795	52961	CI	72489
1796	53040	CI	243357
1797	53067	CI	243371
1798	53068	CI	243372
1799	53181	CI	54605259
1800	53183	CI	96111
1801	53239	CI	10752
1802	53358	CI	243480
1803	53359	CI	243481
1804	53360	CI	243482
1805	53364	CI	243484
1806	53376	CI	243486
1807	53380	CI	243488
1808	53387	CI	243492
1809	53391	CI	243494
1810	53396	CI	243498
1811	53398	CM	nan
1812	53477	CI	3639
1813	53584	CI	65029
1814	53671	CI	243584
1815	53674	CI	23230
1816	53676	CI	243589
1817	53720	CI	243618
1818	53854	CI	243716
1819	53864	CI	243723
1820	53898	CI	243752
1821	53899	CI	243753
1822	53906	CM	243759
1823	53907	CI	243760
1824	53908	CI	96118
1825	53909	CI	68077
1826	54059	CI	97887
1827	54088	CI	68164
1828	54128	CI	243896
1829	54152	CI	12276038
1830	54154	CI	54699188
1831	54249	CI	135422158
1832	54256	CI	4680958
1833	54331	CI	242638
1834	54402	CI	135408637
1835	54410	CI	244043
1836	54702	CI	3375
1837	54737	CI	54601258
1838	54829	CI	96132
1839	54833	CI	5356326
1840	54834	CI	244188
1841	54837	CI	244191
1842	54839	CI	244193
1843	54840	CI	244194
1844	54841	CI	244195
1845	54843	CI	498057
1846	54846	CI	244196
1847	54855	CI	96133
1848	54882	CI	244223
1849	54907	CI	5356345
1850	54926	CI	24186802
1851	55147	CI	45264736
1852	55150	CI	54601798
1853	55184	CI	244324
1854	55196	CI	135408648
1855	55219	CI	244352
1856	55226	CI	54612147
1857	55227	CI	24186826
1858	55228	CI	244356
1859	55229	CI	244357
1860	55231	CI	244359
1861	55233	CI	244361
1862	55237	CI	24186828
1863	55259	CI	244374
1864	55273	CI	244386
1865	55276	CI	244389
1866	55287	CI	5376844
1867	55289	CI	6450845
1868	55306	CI	9561505
1869	55338	CI	244432
1870	55342	CI	244436
1871	55358	CI	244447
1872	55385	CI	244470
1873	55437	CI	244510
1874	55446	CI	135408650
1875	55449	CI	135408651
1876	55456	CI	244524
1877	55459	CI	244527
1878	55467	CI	244532
1879	55480	CI	244536
1880	55496	CI	54612149
1881	55507	CI	244553
1882	55508	CI	24186842
1883	55512	CI	24186845
1884	55529	CI	244565
1885	55546	CI	244579
1886	55548	CI	452
1887	55577	CI	244597
1888	55589	CI	244608
1889	55597	CI	244616
1890	55606	CI	244625
1891	55619	CI	244629
1892	55636	CI	7329
1893	55666	CI	21328
1894	55694	CI	244636
1895	55719	CI	414148
1896	55721	CI	135408653
1897	55727	CI	244643
1898	55736	CI	135422162
1899	55737	CI	9568181
1900	55766	CI	244674
1901	55767	CI	244675
1902	55776	CI	244682
1903	55779	CI	414153
1904	55787	CI	969848
1905	55796	CI	244699
1906	55797	CI	708905
1907	55799	CI	24186854
1908	55806	CI	244708
1909	55809	CI	244711
1910	55814	CI	244715
1911	55822	CI	54603784
1912	55825	CI	244722
1913	55838	CI	244727
1914	55847	CI	244735
1915	55858	CI	12407975
1916	55867	CI	24186857
1917	55869	CI	24186858
1918	55876	CI	97903
1919	55882	CM	244757
1920	55886	CM	136523
1921	55887	CI	244760
1922	55897	CI	76105
1923	55899	CI	21144234
1924	55917	CI	244784
1925	55937	CI	74451
1926	55969	CI	54601259
1927	55975	CI	244809
1928	56030	CI	244818
1929	56054	CI	54603799
1930	56078	CI	5388796
1931	56081	CI	698320
1932	56086	CI	244831
1933	56087	CI	244832
1934	56096	CI	219976
1935	56098	CI	244840
1936	56106	CI	54609650
1937	56107	CI	414180
1938	56108	CI	244848
1939	56133	CI	244856
1940	56137	CI	244860
1941	56138	CI	244861
1942	56141	CI	244863
1943	56142	CI	244864
1944	56148	CI	244867
1945	56169	CI	244873
1946	56208	CI	9568182
1947	56209	CI	54605293
1948	56219	CI	24186877
1949	56224	CI	244892
1950	56226	CI	244894
1951	56249	CI	244913
1952	56279	CI	244937
1953	56285	CI	244943
1954	56293	CI	244949
1955	56299	CI	6399099
1956	56308	CI	21910
1957	56338	CI	66599
1958	56357	CI	6673
1959	56387	CI	493985
1960	56396	CI	5939020
1961	56400	CI	414211
1962	56410	CI	244989
1963	56426	CI	6914916
1964	56428	CI	244994
1965	56431	CI	54712664
1966	56450	CI	135408660
1967	56462	CI	245004
1968	56463	CI	97909
1969	56464	CI	245005
1970	56465	CI	24186895
1971	56466	CI	245006
1972	56470	CI	245009
1973	56471	CI	7598
1974	56474	CI	245011
1975	56478	CI	245014
1976	56479	CI	245015
1977	56480	CI	245016
1978	56481	CI	245017
1979	56482	CI	245018
1980	56484	CI	245020
1981	56497	CI	245027
1982	56501	CI	96152
1983	56517	CI	18363
1984	56519	CI	245031
1985	56529	CI	245037
1986	56539	CI	245039
1987	56607	CI	54601792
1988	56608	CI	22210400
1989	56611	CI	22210401
1990	56616	CI	245072
1991	56618	CI	245074
1992	56627	CI	245081
1993	56636	CI	245087
1994	56648	CI	54599373
1995	56666	CI	245101
1996	56677	CI	12885
1997	56696	CI	245126
1998	56708	CI	245136
1999	56709	CI	245137
2000	56712	CI	54685714
2001	56714	CI	54712665
2002	56727	CI	245140
2003	56737	CI	5351176
2004	56751	CM	22630756
2005	56757	CI	407608
2006	56769	CI	8569
2007	56776	CI	54599358
2008	56808	CI	54712667
2009	56817	CI	3503
2010	56820	CM	54599499
2011	56829	CI	245173
2012	56839	CI	245174
2013	56846	CI	97911
2014	56848	CI	24186940
2015	56851	CI	24186943
2016	56854	CI	24186945
2017	56858	CI	5356421
2018	56859	CI	54602044
2019	56869	CI	245176
2020	56874	CI	245177
2021	56876	CI	245179
2022	56906	CI	245201
2023	56938	CI	245223
2024	56957	CI	245238
2025	56958	CI	245239
2026	56962	CI	245242
2027	56989	CI	9561521
2028	56998	CI	54609708
2029	57027	CI	245275
2030	57028	CI	5462984
2031	57034	CI	54692939
2032	57037	CI	nan
2033	57048	CI	5480214
2034	57059	CI	245284
2035	57110	CI	70274
2036	57155	CI	24186993
2037	57197	CI	689043
2038	57208	CI	5464707
2039	57259	CI	245330
2040	57338	CI	245389
2041	57369	CI	245417
2042	57419	CI	245458
2043	57439	CI	245474
2044	57456	CI	97914
2045	57467	CI	54608401
2046	57547	CI	73539
2047	57548	CI	245513
2048	57549	CI	245514
2049	57567	CI	245525
2050	57576	CI	245532
2051	57578	CI	54611982
2052	57586	CI	245541
2053	57598	CI	76887
2054	57653	CI	11349
2055	57696	CI	245593
2056	57803	CI	2723767
2057	57826	CI	3663626
2058	57853	CI	245674
2059	57869	CI	69429
2060	57884	CI	245684
2061	57886	CI	9561534
2062	57947	CI	245720
2063	57956	CM	245729
2064	57981	CI	245750
2065	58019	CI	245784
2066	58028	CI	245793
2067	58030	CI	245795
2068	58036	CI	245800
2069	58050	CI	414379
2070	58051	CI	135408675
2071	58052	CI	135408676
2072	58055	CI	135422101
2073	58056	CA	135422170
2074	58057	CA	135422171
2075	58058	CA	135422172
2076	58104	CI	245821
2077	58106	CI	245823
2078	58147	CI	245834
2079	58167	CI	3003778
2080	58236	CI	245866
2081	58239	CI	245869
2082	58246	CI	245872
2083	58248	CI	245873
2084	58249	CI	245874
2085	58252	CI	245876
2086	58263	CI	414398
2087	58280	CI	245893
2088	58368	CI	5474187
2089	58409	CI	7306
2090	58487	CI	54605873
2091	58511	CI	135408680
2092	58514	CI	5351560
2093	58519	CI	499994
2094	58579	CI	15067
2095	58580	CI	136108
2096	58585	CI	22338828
2097	58588	CI	24187083
2098	58717	CI	246130
2099	58757	CI	54605874
2100	58777	CI	96190
2101	58783	CI	54609784
2102	58881	CI	54601331
2103	58884	CI	24187098
2104	58885	CI	54605875
2105	58887	CI	246213
2106	58895	CI	246220
2107	58896	CI	246221
2108	58898	CI	246223
2109	58899	CI	246224
2110	58907	CI	3003779
2111	58914	CI	246238
2112	58918	CI	246242
2113	58926	CI	246250
2114	58929	CI	246253
2115	58948	CI	219333
2116	58950	CM	219350
2117	58978	CI	3003780
2118	58979	CI	246273
2119	58987	CI	246279
2120	59064	CI	246292
2121	59065	CI	5929136
2122	59067	CI	5933012
2123	59193	CI	5368396
2124	59228	CI	5464711
2125	59236	CM	24187120
2126	59246	CI	246324
2127	59249	CI	3003781
2128	59258	CI	6508
2129	59264	CI	246330
2130	59266	CI	20399
2131	59267	CI	246331
2132	59276	CI	246334
2133	59296	CI	19430624
2134	59311	CI	246358
2135	59409	CI	24187134
2136	59457	CI	246438
2137	59474	CI	5920593
2138	59476	CI	6451059
2139	59483	CI	54605900
2140	59486	CI	246464
2141	59628	CI	246498
2142	59637	CI	18433888
2143	59667	CI	246512
2144	59679	CI	246514
2145	59687	CI	8269
2146	59727	CI	96199
2147	59729	CI	447106
2148	59749	CI	246529
2149	59757	CI	246533
2150	59768	CI	246540
2151	59786	CI	246550
2152	59797	CI	246553
2153	59813	CI	54678486
2154	59816	CI	18465
2155	59857	CI	96205
2156	59858	CI	246572
2157	59941	CI	246628
2158	59989	CI	8425
2159	59998	CI	96209
2160	60036	CI	246671
2161	60099	CI	246717
2162	60159	CI	246726
2163	60188	CI	96221
2164	60195	CI	20481
2165	60275	CI	11316
2166	60305	CI	89377
2167	60309	CI	246787
2168	60317	CI	246793
2169	60339	CI	65558
2170	60340	CI	165308
2171	60342	CA	54603887
2172	60359	CI	9568192
2173	60360	CI	5916212
2174	60397	CI	246848
2175	60398	CI	246849
2176	60417	CI	96225
2177	60422	CI	77611
2178	60427	CI	24187168
2179	60439	CI	465201
2180	60459	CI	246873
2181	60479	CI	246891
2182	60526	CI	246907
2183	60530	CI	246909
2184	60548	CI	246913
2185	60549	CI	246914
2186	60561	CI	66595
2187	60584	CI	21977607
2188	60609	CI	6076546
2189	60616	CI	246949
2190	60626	CI	246958
